epoch,train_total,train_loss,train_acc,train_death_prec,train_death_rec,train_death_f1,val_total,val_loss,val_acc,val_death_prec,val_death_rec,val_death_f1,gap,lr,time_s,fsq_train_total,train_recon,train_unif,fsq_val_total,val_recon,val_unif,fsq_gap,encoder_grad_rms,transformer_grad_rms,fsq_lr,train_code_usage_pct,train_code_ppl_pct,val_code_usage_pct,val_code_ppl_pct
60,2.423285,2.423285,0.4160,0.7513,0.6071,0.6715,2.290825,2.290825,0.4398,0.5508,0.5951,0.5721,-0.1325,2.8e-03,198.9,4.204608,4.185089,1.951829e-02,3.997260,3.980081,1.717900e-02,-0.2073,9.999999e-01,4.612321e-02,7.0e-04,100.00,65.55,100.00,66.83
61,2.421448,2.421448,0.4157,0.7557,0.6139,0.6775,2.316459,2.316459,0.4355,0.4403,0.7463,0.5538,-0.1050,2.8e-03,198.8,4.205703,4.186262,1.944054e-02,4.105242,4.081312,2.393012e-02,-0.1005,9.999999e-01,4.601465e-02,6.9e-04,100.00,65.12,100.00,60.72
62,2.460741,2.460741,0.4079,0.7584,0.6093,0.6757,2.322943,2.322943,0.4310,0.3582,0.7976,0.4943,-0.1378,2.7e-03,199.6,4.227180,4.206945,2.023553e-02,4.391557,4.374168,1.738880e-02,0.1644,9.999999e-01,4.654172e-02,6.8e-04,100.00,64.99,100.00,66.84
63,2.552779,2.552779,0.3863,0.7559,0.6023,0.6704,2.408753,2.408753,0.4055,0.3280,0.8561,0.4743,-0.1440,2.7e-03,198.9,4.349630,4.329031,2.059928e-02,4.186303,4.165850,2.045297e-02,-0.1633,9.999999e-01,4.912205e-02,6.7e-04,100.00,65.43,100.00,64.64
64,2.681010,2.681010,0.3562,0.7336,0.5605,0.6355,2.549654,2.549654,0.3740,0.4418,0.6756,0.5342,-0.1314,2.6e-03,198.9,4.710708,4.689912,2.079624e-02,4.502563,4.480204,2.235830e-02,-0.2081,9.999999e-01,5.326469e-02,6.6e-04,100.00,67.44,100.00,66.21
65,2.629521,2.629521,0.3673,0.7279,0.5423,0.6215,2.507117,2.507117,0.3850,0.4364,0.6780,0.5310,-0.1224,2.6e-03,198.9,4.796590,4.776126,2.046361e-02,4.636433,4.613492,2.294069e-02,-0.1602,9.999999e-01,5.512007e-02,6.5e-04,100.00,69.33,100.00,65.44
66,2.613917,2.613917,0.3723,0.7202,0.5349,0.6139,2.378225,2.378225,0.4123,0.3629,0.7780,0.4950,-0.2357,2.6e-03,198.8,4.904839,4.885577,1.926206e-02,4.525229,4.501249,2.398013e-02,-0.3796,9.999999e-01,5.097380e-02,6.4e-04,100.00,70.46,100.00,62.50
67,2.439428,2.439428,0.4122,0.7390,0.5618,0.6383,2.264727,2.264727,0.4406,0.4746,0.7073,0.5681,-0.1747,2.5e-03,198.9,4.798653,4.774541,2.411172e-02,4.846190,4.814849,3.134169e-02,0.0475,9.999999e-01,4.716666e-02,6.3e-04,100.00,61.15,100.00,53.67
68,2.368777,2.368777,0.4263,0.7409,0.5654,0.6413,2.104333,2.104333,0.4765,0.3910,0.7659,0.5177,-0.2644,2.5e-03,198.8,4.838323,4.812012,2.631085e-02,4.552041,4.523820,2.822101e-02,-0.2863,9.999999e-01,4.965056e-02,6.2e-04,100.00,58.83,100.00,55.60
69,2.283535,2.283535,0.4439,0.7340,0.5664,0.6394,2.148357,2.148357,0.4662,0.4188,0.7488,0.5372,-0.1352,2.4e-03,199.6,4.739831,4.714187,2.564323e-02,4.453924,4.431150,2.277414e-02,-0.2859,9.999999e-01,4.899896e-02,6.1e-04,100.00,59.30,100.00,62.36
70,2.300767,2.300767,0.4390,0.7500,0.5897,0.6603,2.157479,2.157479,0.4654,0.4578,0.7805,0.5771,-0.1433,2.4e-03,198.9,4.750127,4.726130,2.399664e-02,4.405902,4.384568,2.133348e-02,-0.3442,9.999999e-01,4.700552e-02,6.0e-04,100.00,60.98,100.00,61.91
71,2.327214,2.327214,0.4334,0.7573,0.6026,0.6711,2.153034,2.153034,0.4616,0.4378,0.7732,0.5591,-0.1742,2.4e-03,198.8,4.736011,4.713313,2.269852e-02,4.610758,4.587190,2.356821e-02,-0.1253,9.999999e-01,4.669050e-02,5.9e-04,100.00,62.11,100.00,58.51
72,2.345609,2.345609,0.4286,0.7488,0.5933,0.6621,2.158298,2.158298,0.4673,0.4130,0.7927,0.5430,-0.1873,2.3e-03,198.9,4.760207,4.738467,2.173985e-02,4.425443,4.402843,2.260002e-02,-0.3348,9.999999e-01,4.503532e-02,5.8e-04,100.00,63.11,100.00,62.42
73,2.318218,2.318218,0.4357,0.7530,0.6002,0.6680,2.161258,2.161258,0.4640,0.4496,0.7829,0.5712,-0.1570,2.3e-03,198.8,4.759067,4.737345,2.172209e-02,4.772996,4.749979,2.301678e-02,0.0139,9.999999e-01,4.707235e-02,5.7e-04,100.00,63.38,100.00,61.33
74,2.367323,2.367323,0.4250,0.7573,0.6117,0.6768,2.294777,2.294777,0.4353,0.4331,0.6951,0.5337,-0.0725,2.2e-03,198.9,4.850706,4.830054,2.065164e-02,4.917716,4.895274,2.244150e-02,0.0670,9.999999e-01,4.526239e-02,5.6e-04,100.00,64.88,100.00,62.58
75,2.326979,2.326979,0.4351,0.7510,0.5942,0.6635,2.118816,2.118816,0.4738,0.4519,0.7902,0.5750,-0.2082,2.2e-03,199.8,4.819789,4.798915,2.087390e-02,4.568963,4.544291,2.467232e-02,-0.2508,9.999999e-01,4.464882e-02,5.5e-04,100.00,64.04,100.00,59.48
76,2.289035,2.289035,0.4431,0.7580,0.6050,0.6729,2.105750,2.105750,0.4799,0.4729,0.7878,0.5910,-0.1833,2.2e-03,198.6,4.841133,4.817879,2.325342e-02,4.493557,4.465657,2.789990e-02,-0.3476,9.999999e-01,4.713731e-02,5.4e-04,100.00,60.64,100.00,55.13
77,2.252969,2.252969,0.4529,0.7555,0.6198,0.6809,2.057020,2.057020,0.4899,0.4212,0.7951,0.5507,-0.1959,2.1e-03,198.6,4.732802,4.706871,2.593116e-02,4.579026,4.549880,2.914577e-02,-0.1538,9.999999e-01,4.391660e-02,5.3e-04,100.00,58.18,100.00,53.19
78,2.203879,2.203879,0.4635,0.7533,0.6175,0.6787,2.065202,2.065202,0.4888,0.5361,0.6512,0.5881,-0.1387,2.1e-03,198.9,4.761133,4.735102,2.603135e-02,4.862512,4.836497,2.601464e-02,0.1014,9.999999e-01,4.291542e-02,5.2e-04,100.00,57.52,100.00,53.74
79,2.208064,2.208064,0.4604,0.7702,0.6459,0.7026,2.069064,2.069064,0.4831,0.4761,0.7049,0.5683,-0.1390,2.0e-03,198.9,4.769150,4.743549,2.560110e-02,4.659105,4.631227,2.787723e-02,-0.1100,9.999999e-01,4.493509e-02,5.1e-04,100.00,58.45,100.00,56.40
80,2.225019,2.225019,0.4543,0.7606,0.6189,0.6825,1.989717,1.989717,0.5015,0.4331,0.7976,0.5614,-0.2353,2.0e-03,198.8,4.743773,4.719112,2.466105e-02,4.708728,4.676898,3.182944e-02,-0.0350,9.999999e-01,4.199480e-02,5.0e-04,100.00,58.81,100.00,46.14
81,2.230636,2.230636,0.4533,0.7566,0.6234,0.6836,2.165635,2.165635,0.4636,0.6014,0.6366,0.6185,-0.0650,2.0e-03,199.6,4.759311,4.736108,2.320349e-02,4.690004,4.672686,1.731787e-02,-0.0693,9.999999e-01,4.266345e-02,4.9e-04,100.00,60.48,100.00,66.39
82,2.245462,2.245462,0.4507,0.7638,0.6269,0.6886,2.041599,2.041599,0.4926,0.3039,0.8390,0.4462,-0.2039,1.9e-03,198.9,4.817400,4.795108,2.229217e-02,5.109460,5.084058,2.540218e-02,0.2921,9.999999e-01,4.423879e-02,4.8e-04,100.00,61.51,100.00,54.72
83,2.255065,2.255065,0.4491,0.7610,0.6294,0.6890,2.070888,2.070888,0.4849,0.5392,0.6707,0.5978,-0.1842,1.9e-03,198.9,4.904514,4.883416,2.109866e-02,4.875470,4.850020,2.545025e-02,-0.0290,9.999999e-01,4.354598e-02,4.7e-04,100.00,61.88,100.00,55.85
84,2.288310,2.288310,0.4413,0.7639,0.6416,0.6975,2.022787,2.022787,0.4932,0.3285,0.8780,0.4781,-0.2655,1.8e-03,198.9,4.901072,4.880395,2.067722e-02,4.804658,4.783324,2.133357e-02,-0.0964,9.999999e-01,4.518934e-02,4.6e-04,100.00,63.52,100.00,59.40
85,2.268905,2.268905,0.4472,0.7673,0.6393,0.6975,2.107097,2.107097,0.4776,0.4316,0.8000,0.5607,-0.1618,1.8e-03,198.9,4.963109,4.942105,2.100361e-02,4.754364,4.730166,2.419793e-02,-0.2087,9.999999e-01,4.470396e-02,4.5e-04,100.00,62.91,100.00,58.32
86,2.262893,2.262893,0.4468,0.7634,0.6508,0.7026,2.114544,2.114544,0.4754,0.4324,0.7878,0.5583,-0.1483,1.8e-03,198.9,4.975207,4.953121,2.208622e-02,4.720778,4.697309,2.346870e-02,-0.2544,9.999999e-01,4.594563e-02,4.4e-04,100.00,61.16,100.00,58.81
87,2.279457,2.279457,0.4447,0.7602,0.6271,0.6873,2.121933,2.121933,0.4732,0.5410,0.6756,0.6009,-0.1575,1.7e-03,198.8,5.035392,5.012804,2.258815e-02,4.715638,4.691375,2.426276e-02,-0.3198,9.999999e-01,4.612026e-02,4.3e-04,100.00,61.00,100.00,59.58
88,2.136180,2.136180,0.4814,0.7579,0.6340,0.6904,1.948485,1.948485,0.5225,0.4974,0.6902,0.5781,-0.1877,1.7e-03,199.6,5.030789,5.007617,2.317200e-02,5.017536,4.996746,2.079022e-02,-0.0133,9.999999e-01,4.212439e-02,4.2e-04,100.00,59.72,100.00,58.76
89,2.115289,2.115289,0.4870,0.7678,0.6458,0.7016,1.897531,1.897531,0.5297,0.3938,0.8317,0.5345,-0.2178,1.6e-03,198.8,4.999642,4.976770,2.287185e-02,4.567917,4.541490,2.642706e-02,-0.4317,9.999999e-01,4.310072e-02,4.1e-04,100.00,58.81,100.00,53.01
90,2.072440,2.072440,0.4959,0.7650,0.6406,0.6973,1.871217,1.871217,0.5368,0.4590,0.7512,0.5698,-0.2012,1.6e-03,198.8,4.892135,4.867795,2.434006e-02,4.736593,4.708874,2.771909e-02,-0.1555,9.999999e-01,4.544223e-02,4.0e-04,100.00,56.64,100.00,52.54
91,2.033838,2.033838,0.5047,0.7715,0.6565,0.7094,1.831692,1.831692,0.5453,0.3715,0.8073,0.5088,-0.2021,1.6e-03,198.9,4.896256,4.873180,2.307533e-02,4.723246,4.697713,2.553337e-02,-0.1730,9.999999e-01,4.176182e-02,3.9e-04,100.00,56.31,100.00,52.92
92,1.994489,1.994489,0.5153,0.7671,0.6413,0.6986,1.859449,1.859449,0.5413,0.4873,0.7488,0.5904,-0.1350,1.5e-03,199.1,5.042147,5.017885,2.426181e-02,4.890984,4.862113,2.887131e-02,-0.1512,9.999999e-01,4.108867e-02,3.8e-04,100.00,54.56,100.00,49.89
93,1.986626,1.986626,0.5152,0.7762,0.6581,0.7123,1.788698,1.788698,0.5559,0.5017,0.7268,0.5936,-0.1979,1.5e-03,198.9,4.869302,4.846105,2.319696e-02,4.738172,4.710863,2.730901e-02,-0.1311,9.999999e-01,4.166485e-02,3.7e-04,100.00,54.88,100.00,47.25
94,1.993135,1.993135,0.5130,0.7661,0.6608,0.7096,1.847242,1.847242,0.5370,0.3297,0.8878,0.4808,-0.1459,1.4e-03,199.6,4.876146,4.852180,2.396574e-02,4.563753,4.535094,2.865898e-02,-0.3124,9.999999e-01,4.265029e-02,3.6e-04,100.00,54.09,100.00,48.72
95,2.010374,2.010374,0.5081,0.7728,0.6669,0.7159,1.852042,1.852042,0.5388,0.5526,0.7049,0.6195,-0.1583,1.4e-03,198.9,4.763123,4.737823,2.529983e-02,4.660100,4.633167,2.693346e-02,-0.1030,9.999999e-01,4.325925e-02,3.5e-04,100.00,53.83,100.00,51.64
96,2.040624,2.040624,0.4989,0.7776,0.6750,0.7226,1.823364,1.823364,0.5453,0.5320,0.7512,0.6229,-0.2173,1.4e-03,199.0,4.722904,4.698112,2.479193e-02,4.648508,4.619212,2.929585e-02,-0.0744,9.999999e-01,4.376353e-02,3.4e-04,100.00,55.30,100.00,48.25
97,2.005967,2.005967,0.5082,0.7840,0.6615,0.7176,1.778398,1.778398,0.5541,0.4933,0.8024,0.6110,-0.2276,1.3e-03,199.1,4.785937,4.761159,2.477819e-02,4.436150,4.408121,2.802886e-02,-0.3498,9.999999e-01,4.341917e-02,3.3e-04,100.00,53.99,100.00,48.42
98,2.026029,2.026029,0.5029,0.7744,0.6699,0.7184,1.902462,1.902462,0.5258,0.4636,0.8244,0.5935,-0.1236,1.3e-03,198.9,4.733966,4.710316,2.365003e-02,4.518539,4.491338,2.720082e-02,-0.2154,9.999999e-01,4.130557e-02,3.2e-04,100.00,55.89,100.00,52.82
99,2.007007,2.007007,0.5077,0.7779,0.6651,0.7171,1.889967,1.889967,0.5285,0.5106,0.7634,0.6119,-0.1170,1.2e-03,198.9,4.788207,4.764239,2.396746e-02,4.510009,4.482991,2.701762e-02,-0.2782,9.999999e-01,4.067161e-02,3.1e-04,100.00,54.81,100.00,51.36
100,2.004273,2.004273,0.5062,0.7828,0.6755,0.7252,1.889961,1.889961,0.5294,0.4200,0.8390,0.5598,-0.1143,1.2e-03,198.9,4.731591,4.707586,2.400452e-02,4.395461,4.369357,2.610375e-02,-0.3361,9.999999e-01,4.156253e-02,3.0e-04,100.00,55.05,100.00,53.62
101,2.043672,2.043672,0.4986,0.7863,0.6754,0.7267,1.929314,1.929314,0.5185,0.5652,0.6976,0.6245,-0.1144,1.2e-03,199.9,4.769624,4.746330,2.329426e-02,4.468788,4.446417,2.237157e-02,-0.3008,9.999999e-01,4.107312e-02,2.9e-04,100.00,56.05,100.00,57.38
102,2.065340,2.065340,0.4922,0.7817,0.6774,0.7258,1.942422,1.942422,0.5166,0.4754,0.8024,0.5971,-0.1229,1.1e-03,199.6,4.680143,4.656933,2.320940e-02,4.412583,4.388719,2.386450e-02,-0.2676,9.999999e-01,4.225611e-02,2.8e-04,100.00,57.68,100.00,54.93
103,2.070072,2.070072,0.4899,0.7800,0.6722,0.7221,1.903861,1.903861,0.5219,0.5292,0.7293,0.6133,-0.1662,1.1e-03,199.2,4.656333,4.632518,2.381435e-02,4.606247,4.578132,2.811510e-02,-0.0501,9.999999e-01,4.065543e-02,2.8e-04,100.00,56.19,100.00,50.50
104,2.062528,2.062528,0.4917,0.7850,0.6858,0.7320,1.965002,1.965002,0.5091,0.4868,0.8073,0.6073,-0.0975,1.1e-03,199.6,4.681943,4.659069,2.287448e-02,4.525338,4.499128,2.620993e-02,-0.1566,9.999999e-01,4.205537e-02,2.7e-04,100.00,57.29,100.00,53.24
105,2.104236,2.104236,0.4831,0.7876,0.6798,0.7297,1.889630,1.889630,0.5253,0.4759,0.8195,0.6022,-0.2146,1.0e-03,198.9,4.731022,4.707447,2.357540e-02,4.620456,4.595287,2.516950e-02,-0.1106,9.999999e-01,4.255892e-02,2.6e-04,100.00,57.62,100.00,54.85
106,2.083544,2.083544,0.4866,0.7838,0.6827,0.7297,1.962280,1.962280,0.5096,0.4689,0.8098,0.5939,-0.1213,1.0e-03,198.9,4.697980,4.674781,2.319960e-02,4.404481,4.380789,2.369251e-02,-0.2935,9.999999e-01,4.036736e-02,2.5e-04,100.00,58.19,100.00,55.35
107,2.122477,2.122477,0.4785,0.7865,0.6799,0.7293,1.924833,1.924833,0.5171,0.5686,0.7585,0.6499,-0.1976,9.7e-04,199.6,4.730492,4.708147,2.234493e-02,4.583503,4.556424,2.707905e-02,-0.1470,9.999999e-01,4.034625e-02,2.4e-04,100.00,58.91,100.00,54.10
108,2.132240,2.132240,0.4760,0.7822,0.6739,0.7240,2.009363,2.009363,0.4967,0.3547,0.8366,0.4982,-0.1229,9.3e-04,198.8,4.769755,4.747015,2.273959e-02,4.833336,4.811476,2.185930e-02,0.0636,9.999999e-01,4.004473e-02,2.3e-04,100.00,59.43,100.00,58.37
109,2.163391,2.163391,0.4695,0.7845,0.6616,0.7178,1.995786,1.995786,0.4997,0.4349,0.8390,0.5729,-0.1676,9.0e-04,198.9,4.855299,4.833273,2.202539e-02,4.615505,4.592785,2.271982e-02,-0.2398,9.999999e-01,4.059844e-02,2.3e-04,100.00,59.98,100.00,57.42
110,2.158368,2.158368,0.4713,0.7906,0.6738,0.7275,2.040249,2.040249,0.4889,0.4492,0.8195,0.5803,-0.1181,8.7e-04,199.0,4.889224,4.867819,2.140522e-02,4.586958,4.562204,2.475365e-02,-0.3023,9.999999e-01,3.846997e-02,2.2e-04,100.00,60.30,100.00,58.05
111,2.156728,2.156728,0.4710,0.7870,0.6799,0.7296,1.966251,1.966251,0.5056,0.5484,0.7732,0.6417,-0.1905,8.4e-04,199.3,4.846423,4.824711,2.171180e-02,4.599173,4.574032,2.514112e-02,-0.2472,9.999999e-01,4.096473e-02,2.1e-04,100.00,60.50,100.00,55.07
112,2.146465,2.146465,0.4740,0.7864,0.6776,0.7279,1.968851,1.968851,0.5080,0.4806,0.7854,0.5963,-0.1776,8.1e-04,199.2,4.902479,4.881193,2.128599e-02,4.753464,4.728208,2.525666e-02,-0.1490,9.999999e-01,4.043707e-02,2.0e-04,100.00,61.17,100.00,56.09
113,2.118802,2.118802,0.4794,0.7865,0.6884,0.7342,1.998879,1.998879,0.5011,0.5299,0.7561,0.6231,-0.1199,7.8e-04,199.6,4.839246,4.818165,2.108148e-02,4.592268,4.568419,2.384911e-02,-0.2470,9.999999e-01,4.094591e-02,1.9e-04,100.00,60.86,100.00,57.47
114,2.135278,2.135278,0.4751,0.7905,0.6821,0.7323,1.978325,1.978325,0.5041,0.4161,0.8463,0.5579,-0.1570,7.5e-04,200.0,4.824963,4.803947,2.101533e-02,4.759712,4.736468,2.324460e-02,-0.0653,9.999999e-01,3.898305e-02,1.9e-04,100.00,61.38,100.00,57.75
115,2.151525,2.151525,0.4722,0.7887,0.6835,0.7324,2.000385,2.000385,0.5009,0.5337,0.7927,0.6379,-0.1511,7.2e-04,199.9,4.852292,4.831599,2.069233e-02,4.686777,4.664635,2.214165e-02,-0.1655,9.999999e-01,4.105068e-02,1.8e-04,100.00,62.80,100.00,58.93
116,2.151336,2.151336,0.4709,0.7819,0.6834,0.7293,2.002966,2.002966,0.4975,0.4587,0.8268,0.5901,-0.1484,6.9e-04,201.0,4.866250,4.845390,2.086063e-02,4.613905,4.590979,2.292612e-02,-0.2523,9.999999e-01,4.132506e-02,1.7e-04,100.00,62.15,100.00,60.30
117,2.136738,2.136738,0.4749,0.7938,0.6882,0.7372,1.929527,1.929527,0.5198,0.5155,0.7683,0.6170,-0.2072,6.7e-04,200.2,4.919892,4.899674,2.021835e-02,4.927180,4.903884,2.329599e-02,0.0073,9.999999e-01,4.116872e-02,1.7e-04,100.00,63.34,100.00,60.32
118,2.120014,2.120014,0.4794,0.7833,0.6869,0.7319,1.947957,1.947957,0.5117,0.5596,0.7439,0.6387,-0.1721,6.4e-04,199.8,4.917375,4.897787,1.958833e-02,4.626632,4.603365,2.326648e-02,-0.2907,9.999999e-01,3.994305e-02,1.6e-04,100.00,63.39,100.00,57.49
119,2.130945,2.130945,0.4759,0.7957,0.6906,0.7394,1.984332,1.984332,0.5053,0.4750,0.7878,0.5927,-0.1466,6.1e-04,199.8,4.876566,4.857158,1.940777e-02,4.600244,4.577957,2.228662e-02,-0.2763,9.999999e-01,4.201491e-02,1.5e-04,100.00,63.60,100.00,60.80
120,2.136716,2.136716,0.4746,0.7862,0.6830,0.7310,1.976629,1.976629,0.5037,0.5303,0.7683,0.6275,-0.1601,5.9e-04,199.8,4.925036,4.905517,1.951964e-02,4.662086,4.640039,2.204707e-02,-0.2630,9.999999e-01,4.049707e-02,1.5e-04,100.00,64.29,100.00,60.79
